Comment Type,User,Comment,Date,Pull Request URL
Issue,koying,Thanks for the review 🥇 ,2021-10-28T18:11:44Z,https://github.com/home-assistant/core/pull/57536
Issue,frenck,@koying There is a merge conflict on this PR. Could you resolve this by git rebasing this PR onto the latest `dev` branch?,2022-01-03T14:39:41Z,https://github.com/home-assistant/core/pull/57536
Issue,emontnemery,Looks like a rebase went wrong,2022-01-03T17:31:21Z,https://github.com/home-assistant/core/pull/57536
Issue,koying,When you have `git rebase upstream/master` in your fingers 🙄,2022-01-03T17:56:13Z,https://github.com/home-assistant/core/pull/57536
Issue,bdraco,I didn't merge this because I wanted to review it against the changes in #61296 but haven't had time to come back and validate if additional adjustments will be needed or not.,2022-01-20T20:57:48Z,https://github.com/home-assistant/core/pull/57536
Issue,koying,"No clue what's the intent, but only the first *word* is prevented to to be templatized, currently.

If it's a ""security"" measure, it's so easily bypassed that it's just an hindrance for legit usage.",2022-01-20T23:39:45Z,https://github.com/home-assistant/core/pull/57536
Issue,balloob,"We have similar code here: https://github.com/home-assistant/core/blob/dev/homeassistant/components/shell_command/__init__.py#L61-L71

If it can be bypassed I suggest we fix that?",2022-01-21T05:06:38Z,https://github.com/home-assistant/core/pull/57536
Issue,koying,"There is no ""fixing it"" as far as I can see. The concept is flawed as a safety measure.
How would you prevent this?

```
- platform: command_line
  name: template_test
  command: ""true && {{ 'my_dirty_command' }}""
```

and I can see plenty of other ways.

If it's supposed to be a security measure, maybe start by not running HA as root in the container and use permissions ;)",2022-01-21T07:51:39Z,https://github.com/home-assistant/core/pull/57536
Issue,github-actions[bot],"There hasn't been any activity on this pull request recently. This pull request has been automatically marked as stale because of that and will be closed if no further activity occurs within 7 days.
Thank you for your contributions.",2022-04-24T21:05:33Z,https://github.com/home-assistant/core/pull/57536
Review,bdraco,"If a ternary spans multiple lines, our standard is to convert it to an if/else block.",2021-10-27T17:46:12Z,https://github.com/home-assistant/core/pull/57536
Review,bdraco,"If a ternary spans multiple lines, our standard is to convert it to an if/else block.

",2021-10-27T17:46:50Z,https://github.com/home-assistant/core/pull/57536
Review,bdraco,"It looks like `switch.py` was intentionally suppressing the logging

`call_shell_with_timeout(command, self._timeout, log_return_code=False) == 0`

It looks like its going to go through the `call_shell_with_value` path now so it shouldn't be an issue.  

Please add a test to verify that we don't get any unexpected logging with turning on/off the switch with a non-zero return code using the `caplog` fixture.
",2021-10-27T17:51:15Z,https://github.com/home-assistant/core/pull/57536
Review,bdraco,"```suggestion
async def test_state_off_without_log(caplog: pytest.LogCaptureFixture, hass: HomeAssistant) -> None:
```",2021-10-28T18:40:59Z,https://github.com/home-assistant/core/pull/57536
Issue,probot-home-assistant[bot],"Hey there @home-assistant/core, mind taking a look at this pull request as it has been labeled with an integration (`file_upload`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L332) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2022-08-21T21:21:49Z,https://github.com/home-assistant/core/pull/77117
Issue,pvizeli,"another way for not jump 100x times into a thread is to use deque from functiontools which is none blocking, and write each junk into queue and write it inside the thread. So there would be only 1 context switch

or:
https://github.com/aio-libs/janus",2022-09-01T07:58:40Z,https://github.com/home-assistant/core/pull/77117
Issue,marvin-w,"> another way for not jump 100x times into a thread is to use deque from functiontools which is none blocking, and write each junk into queue and write it inside the thread. So there would be only 1 context switch
> 
> or: https://github.com/aio-libs/janus

The point of a streaming file upload is to not write the whole content to RAM first. Yes, we could do this but it will increase the RAM usage for larger files and then we might as well just revert the whole streaming approach.",2022-09-01T08:09:11Z,https://github.com/home-assistant/core/pull/77117
Issue,pvizeli,"Correct, with Janus you stream it into the thread, so you don't have a context switch and waiting for a thread after each junk. You can also limit the buffer and it get wait on the async part until the thread processed the buffer",2022-09-01T09:23:23Z,https://github.com/home-assistant/core/pull/77117
Issue,balloob,"@marvin-w you can still achieve that with janus by calling `join()` on the Janus queue when it gets too full before adding more files.

https://github.com/aio-libs/janus/blob/master/janus/__init__.py#L602",2022-10-14T14:01:11Z,https://github.com/home-assistant/core/pull/77117
Issue,marvin-w,"> @marvin-w you can still achieve that with janus by calling `join()` on the Janus queue when it gets too full before adding more files.
> 
> https://github.com/aio-libs/janus/blob/master/janus/__init__.py#L602

I gave it a shot, it is working. However, I'm not 100% sure if it is correct like that. Especially the future handling looks kind of dirty. Open for suggestions :).",2022-10-14T19:09:04Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,Since you only use it to track first. Why not make it a boolean?,2022-08-22T21:32:38Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,It feels so dirty. Is there any way we can use [`shutil.copyfileobj`](https://docs.python.org/3/library/shutil.html#shutil.copyfileobj) ? I guess we can't because aiohttp is async.,2022-08-22T21:33:49Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,"Instead of including a large file in the repo, generate one on the fly in the test. You can use [`StringIO`](https://docs.python.org/3/library/io.html#io.StringIO)",2022-08-22T21:38:39Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,I think that you can even just implement BaseIO and generate the string on the fly.,2022-08-22T21:39:14Z,https://github.com/home-assistant/core/pull/77117
Review,bdraco,Open the file in the executor and keep it open. Then do each write in the executor. Make sure you close the file handle if anything fails in a finally,2022-08-31T03:53:14Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,Why not completely remove it instead yiha!,2022-08-31T21:23:32Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,As far as I know we can't...,2022-08-31T21:23:54Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,I used `tempfile` for it and made it a fixture. Same result without a checked in file.,2022-08-31T21:24:19Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,Thanks! Implemented it like that and it actually makes everything look much cleaner.,2022-08-31T21:24:44Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,"Don't assign to `self`, this view could be invoked multiple times. Instead use `nonlocal`",2022-09-01T02:39:10Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,Move the dir creation code to when you set file handle. That saves a trip to the executor.,2022-09-01T02:39:31Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,The problem is that this does a lot of I/O. At least uploading we should be able to use a virtual file. ,2022-09-01T02:40:51Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,"Good point, adjusted",2022-09-01T07:57:42Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,Adjusted,2022-09-01T07:57:52Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,doesn't have to be nonlocal anymore.,2022-10-14T20:20:59Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,"You should call [`task_done`](https://github.com/aio-libs/janus/blob/master/janus/__init__.py#L290-L298)

```suggestion
                while _chunk := sync_q.get():
                    file_handle.write(_chunk)
                    sync_q.task_done()
```",2022-10-14T20:22:32Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,"instead of using an actual file to upload, can we just pass a TextIO https://docs.python.org/3/library/io.html#text-i-o",2022-10-14T20:24:18Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,"Oh upps, you mentioned that earlier, should be fine now!",2022-10-14T20:49:56Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,"Instead of doing an `open` like this with a finally, use a with statement:

```python
with (file_dir / _file_name).open(""wb"") as file_handle:
    ...
```

it will automatically close when you're done. ",2022-10-14T20:52:40Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,it's always none.,2022-10-14T20:52:46Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,an empty byte chunk will now stop it too. Not sure if that can happen. Better to test for `None` ? ,2022-10-14T20:53:30Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,Dont think this will happen but I tested for `None` now anyway,2022-10-14T20:59:43Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,"Don't really need a fixture for this, it's only used once. You can do btw:
```suggestion
@pytest.fixture
def large_file_io() -> StringIO:
    """"""Generate a large file on the fly.""""""
    return StringIO(
            1000 *
            ""Home Assistant is awesome. Open source home automation that puts local control and privacy first.""
        )
```

I actually am thinking if we really need to write such a big file. Instead, can we patch out `ONE_MEGABYTE` and so read out smaller chunks to test out all the queue stuff ? That way we avoid memory jumping and huge I/O during tests",2022-10-15T18:16:09Z,https://github.com/home-assistant/core/pull/77117
Review,balloob,This puts the whole file in memory twice. Should we do this streaming ? ,2022-10-15T18:16:54Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,"Was on vacay, will have a look this week :).",2022-10-25T18:33:33Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,"Brilliant idea, that works flawlessly!",2022-10-26T08:54:23Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,With the file now being really small anyway I would assume we can ignore this?,2022-10-26T08:54:53Z,https://github.com/home-assistant/core/pull/77117
Review,marvin-w,"MQTT  also depends on file_upload, which now has janus as an additional dependency",2022-11-29T18:49:23Z,https://github.com/home-assistant/core/pull/77117
Issue,home-assistant[bot],"
Hi @gmsoft-tuxicoman

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant/core#87546).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2023-02-06T14:23:24Z,https://github.com/home-assistant/core/pull/87546
Issue,home-assistant[bot],"
Hey there @dmulcahey, @adminiuga, @puddly, mind taking a look at this pull request as it has been labeled with an integration (`zha`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1394) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `zha` can trigger bot actions by commenting:

- `@home-assistant close` Closes the issue.
- `@home-assistant rename Awesome new title` Change the title of the issue.
- `@home-assistant reopen` Reopen the issue.
- `@home-assistant unassign zha` Removes the current integration label and assignees on the issue, add the integration domain after the command.

</details>

",2023-02-06T14:23:30Z,https://github.com/home-assistant/core/pull/87546
Issue,MattWestb,"Is it possible doing the same here so not need adding devices in ZHA every time new TRVs is showing up ?
https://github.com/home-assistant/core/blob/746afb70badb8772648d49c912f83719fcbc30f7/homeassistant/components/zha/climate.py#L760-L774",2023-02-06T16:32:01Z,https://github.com/home-assistant/core/pull/87546
Issue,javicalle,"> Is it possible doing the same here so not need adding devices in ZHA every time new TRVs is showing up ?

Not the same case.
There can be (and will be) a lot of devices with the `channel_names=CHANNEL_THERMOSTAT` that wouldn't have the ZONNSMART presets, at least all the not quirked devices.

@gmsoft-tuxicoman code points to `channel_names=""tuya_manufacturer""` devices. Not sure if only the quirked ones will match here and that is a question that I will ask to him.
Have you tested the PR against devices with the matching signature (`channel_names=""tuya_manufacturer"", models={""TS0601""}`) but without a quirk applied? ",2023-02-06T17:00:17Z,https://github.com/home-assistant/core/pull/87546
Issue,MattWestb,"@javicalle Is it possible overriding the manufacture ""TS0601"" in the quirk to somthing like ""TS0601-TRVZS"" and using it in ZHA ?
Then is only quirked devices that is using it.",2023-02-06T17:17:46Z,https://github.com/home-assistant/core/pull/87546
Issue,jacekk015,This will probably break all TS0601 devices. Any problems in this area will touch all HA users.,2023-02-06T19:48:59Z,https://github.com/home-assistant/core/pull/87546
Issue,javicalle,"Not sure if the current approach will break `TS0601` devices or just give some errors in the logs, but IMHO is a too much generic definition.

> @javicalle Is it possible overriding the manufacture ""TS0601"" in the quirk to somthing like ""TS0601-TRVZS"" and using it in ZHA ? Then is only quirked devices that is using it.

I would prefer my other approach: to overwrite the `ep_attribute` for that devices like that:
```python
class SiterwellManufCluster(TuyaManufClusterAttributes):
    """"""Manufacturer Specific Cluster of some thermostatic valves.""""""

    ep_attribute = ""tuya_trv""

    attributes = TuyaManufClusterAttributes.attributes.copy()
    attributes.update(
        {
            .../...
    )
```

This way you can ensure that all the `channel_names=""tuya_trv""` are quirked and are of type TRV (`TS0601` is plenty of diferents device types).

But this approach has not been approved and not sure if is the way to go.

In any case, I'll be against any approach that involves keeping the list of `manufacturers` on both sides (ZHA and the quirks).",2023-02-06T21:03:05Z,https://github.com/home-assistant/core/pull/87546
Issue,MattWestb,"> In any case, I'll be against any approach that involves keeping the list of `manufacturers` on both sides (ZHA and the quirks).

Most of tuya MCU devices is first coming one and later its coming more versions with the same functionality and its one PITA patching quirks and ZHA.
If getting one ""master"" quirk and one handle in ZHA for the device type /class and only need updating the quirk is being much better then today.

Sadly we was not knowing what was coming then tuya was starting falling down on us and we shall have doing this much earlier.",2023-02-06T21:29:35Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"From my testing, the additional entities only show up when the corresponding zcl attribute exists.
This means that other TS0601 devices without the attributes I'm creating entitites for will be left untouched.

I currently create entities for the folliowing attributes:
 - window_detection
 - online_set
 - temperature_calibration
 - opened_window_temperature
 - child_lock
 - boost_duration_seconds

TRVs with the same model as ZonnsmartTV01_ZG :
 - SiterwellGS361_Type2
 - MoesHY368_Type1
 - MoesHY368_Type1new

Right now it seems that the new components would benefit the other TRV as well but the window_detection component.
The window_detection attribute is an array for the Moes TRVand it would definitely break.

So I can update my zha-device-handler PR and add zonnsmart_trv as the ep_attribute as it seems like a sensible approach but other TRVs will not benefit from the new components.

There is also another approach. We could modify HA to be able to match the quirk_class. Maybe it would be best and solve the matching even for different devices.
@javicalle I can probably work on a PR in that way if you feel like it would be beneficial.

Let me know what you think.",2023-02-07T13:16:58Z,https://github.com/home-assistant/core/pull/87546
Issue,javicalle,"> This means that other TS0601 devices without the attributes I'm creating entitites for will be left untouched.

But this generates error logs?
I think that some issues had been made because of something similar.

> There is also another approach. We could modify HA to be able to match the quirk_class.

That would be an alternative approach to my `ep_attribute` overwrite with the same benefits (or even more).
@dmulcahey any thoughts on this topic?
Let me know if you need more context. ",2023-02-07T13:31:14Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"> > This means that other TS0601 devices without the attributes I'm creating entitites for will be left untouched.
> 
> But this generates error logs? I think that some issues had been made because of something similar.

None that I can see.",2023-02-07T13:39:27Z,https://github.com/home-assistant/core/pull/87546
Issue,MattWestb,"We need getting it working  for the first  gen TRVs with the old Zigbee module ` _TYST11_ ` or we is loosing support for 1/4 of all TRVs.

If possible using the device class of the quirk its shall not being any problems.
Also adding new devices in the quirk its getting all the function in ZHA without adding devices in ZHA =  +++.",2023-02-07T14:40:47Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,I created the PR anyway : https://github.com/home-assistant/core/pull/87653,2023-02-07T18:54:59Z,https://github.com/home-assistant/core/pull/87546
Issue,MattWestb,"If that working OK i think its the best we have done for getting better support for strange tuya MCU devices !!!
Also easy adding more versions of one device with different EP / cluster setting in one new class its only adding the class in ZHA and it working OK.

Also if some like doing one complete new device in ZHA its only making one quirk with one device class and piping all tuya MCU commands to ZHA that is using the new device type in ZHA..

## Great work !!!",2023-02-07T19:09:34Z,https://github.com/home-assistant/core/pull/87546
Issue,TheJulianJES,"> But this generates error logs?
I think that some issues had been made because of something similar.

Warnings should only show up when you try to initialize an attribute that does not exist.
If it returns ""unsupported attribute"" (but the attribute can be found), no warning is printed.",2023-02-08T21:52:40Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"If PR https://github.com/home-assistant/core/pull/87653 gets approved, I will probably change the names of the component's class I created to something more generic like SwitchTuyaTRVChildLock() and apply that to the ZonnSmart TRV. Then people who have the Moes or other TRV might just add their quirk class there after confirming it works.
",2023-02-13T15:14:39Z,https://github.com/home-assistant/core/pull/87546
Issue,javicalle,"> I will probably change the names of the component's class I created to something more generic

Yes please. This way we can match the same HA entity just with the attribute name, the cluster and the quirk class. I believe that this would be a much more versatile approach.

Thanks for your work.",2023-02-13T20:27:44Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"PR https://github.com/home-assistant/core/pull/87653 has been merged !

I""ve updated this one to use quirk_classes and it works flawlessly. I wasn't confident about merging all the child lock switch for examples so I didn't do that. I'd rather someone who owns those devices to add the right quirk_class.

This PR should be merged alongside https://github.com/zigpy/zha-device-handlers/pull/1961 as they both depend on each other.",2023-03-03T10:17:08Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"This PR along with https://github.com/zigpy/zha-device-handlers/pull/1961 are both ready to be merged. I can rebase them if needed.

The failing codecov issue can be fixed but that means writing really long unit test for a just a few lines of trivial code. Let me know what you think.",2023-03-27T18:01:08Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"The failure for the test above is because I specify ""ts0601_trv.ZonnsmartTV01_ZG"" for the quirk class while the unit test expects ""zhaquirks.tuya.ts0601_trv.ZonnsmartTV01_ZG"". However, if I use that last value, the elements don't match and don't appear in the UI.

Has https://github.com/home-assistant/core/pull/90140 been tested correctly while checking that the elements appear in the UI ?",2023-04-28T16:05:39Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,I have used the full path for the quirk_class and it works provided https://github.com/home-assistant/core/pull/93268 is merged I can test it with custom quirks.,2023-05-21T08:19:38Z,https://github.com/home-assistant/core/pull/87546
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-08-09T12:02:31Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"I fixed the unit test issue. pylint seems to have timed out because of a network issue in github,",2023-08-13T19:53:10Z,https://github.com/home-assistant/core/pull/87546
Issue,puddly,"CI is currently failing because the patch doesn't have 100% coverage. Once https://github.com/home-assistant/core/pull/98421 is merged you can remove all of the `try` blocks, attribute writing `SUCCESS` checks, and then add a quick test for the 10x attribute scaling. It should be good to merge after that. Thanks!",2023-08-15T14:21:25Z,https://github.com/home-assistant/core/pull/87546
Issue,edenhaus,Converting this PR to draft as it requires #98421 to be merged first.,2023-08-21T08:18:10Z,https://github.com/home-assistant/core/pull/87546
Issue,TheJulianJES,"For reference, my comment in the quirk PR: https://github.com/zigpy/zha-device-handlers/pull/1961#issuecomment-1777734802
So, I'd wait until quirk IDs have replaced quirk class path matching, then merge the quirks PR, bump quirks in HA, then update this, then merge this finally.

This PR should **not be merged** until the quirks PR is merged. (so, should not be merged for 2023.11.x)",2023-10-24T17:53:44Z,https://github.com/home-assistant/core/pull/87546
Issue,emontnemery,@gmsoft-tuxicoman please [respond to the review](https://github.com/home-assistant/core/pull/87546#discussion_r1370793937) by @TheJulianJES and mark the PR as ready for review when done 👍 ,2023-11-23T08:28:55Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,"Unfortunately there is no way the checks will work until https://github.com/zigpy/zha-device-handlers/pull/1961 is merged.
It requires the quirk_id from the new quirks.

For the rest, the translations are now working.
All the components are added correctly when adding the device.",2023-12-04T13:37:22Z,https://github.com/home-assistant/core/pull/87546
Issue,gmsoft-tuxicoman,Rebased. Still pending on https://github.com/zigpy/zha-device-handlers/pull/1961 for the self tests to pass.,2024-01-22T13:18:41Z,https://github.com/home-assistant/core/pull/87546
Issue,TheJulianJES,"As a note, [quirks v2](https://github.com/zigpy/zigpy/discussions/1312#discussioncomment-8191961) is currently being worked on and should hopefully land relatively soon.
If everything works out as expected, we're able to expose enough metadata from zha-quirks to have ZHA automatically create the correct custom/configuration entities (without them needing to be defined in ZHA).

Since this PR has been stuck for quite some time, we could still merge this probably (as soon as reviewed/approved + quirks bumped), but we eventually want to move all/most custom entities to quirks directly.
That should also make it way easier to maintain stuff like this without having to jump between quirks and ZHA all the time.",2024-02-21T01:32:35Z,https://github.com/home-assistant/core/pull/87546
Review,javicalle,homeassistant/components/zha/switch.py:509:0: I0023: 'W0237' is cryptic: use '# pylint: disable=arguments-renamed',2023-02-06T17:02:36Z,https://github.com/home-assistant/core/pull/87546
Review,puddly,"This doesn't belong in `zha/core/device.py`, us `unittest.mock within the unit test or directly overwrite the attribute on the object within the test.",2023-05-27T23:53:11Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"Due to https://github.com/home-assistant/core/pull/93268, this would need to be updated to `ts0601_trv.ZonnsmartTV01_ZG` everywhere, right? ",2023-09-27T18:42:59Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"I think you can set `_attr_multiplier` to `0.1` and then remove this entire method.
(It's named ""multiplier"" because it goes from ZCl -> ZHA IIRC)",2023-09-27T18:45:39Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,I think you can set `_attr_multiplier` to `0.1` and then remove this entire method.,2023-09-27T18:45:41Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,Same as above: should be possible to use `_attr_multiplier`,2023-09-27T18:46:30Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,Same as above: should be possible to use `_attr_multiplier`,2023-09-27T18:46:34Z,https://github.com/home-assistant/core/pull/87546
Review,gmsoft-tuxicoman,Thanks ! That simplifies the code a lot and get rid of the tests. I didn't see that multiplier.,2023-10-06T07:08:28Z,https://github.com/home-assistant/core/pull/87546
Review,gmsoft-tuxicoman,"No, the change in #93268 will compare only the 2 last tokens from both the component's quirk_class and the match definition. Everything else is not taken into account.",2023-10-06T07:15:12Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"Is this entity even created when freshly pairing a TRV? (So, delete the TRV completely, then pair it again)
`window_detection` is not initialized from what I can see.

It should likely be initialized here from what I can see: https://github.com/home-assistant/core/blob/dev/homeassistant/components/zha/core/cluster_handlers/manufacturerspecific.py",2023-10-24T20:47:43Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"For the Aqara TRV, we use the ""window"" device class and thus don't need a separate translation key:
https://github.com/home-assistant/core/blob/60057a175ff5485a583fa287e716fa204b6eefb2/homeassistant/components/zha/binary_sensor.py#L300-L306

I suggest we do the same here.",2024-02-21T00:48:55Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"This is not needed, since it's already set by `ZHANumberConfigurationEntity`.
(Just fix it here/in the added code. Seems like the existing code needs to be cleaned up in another PR.)",2024-02-21T00:54:11Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"Assuming the offset is in Celsius, we should set that:
```python
_attr_native_unit_of_measurement: str = UnitOfTemperature.CELSIUS
```",2024-02-21T00:54:52Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"It's not optimal that attribute name, unique id suffix differ, and translation key all differ.
For upcoming [quirks v2](https://github.com/zigpy/zigpy/discussions/1312#discussioncomment-8191961) (""expose entities via quirks""), we can still define them individually, but by default, they're the same as the attribute name.

IMO, `online_set` is not a great attribute name in the first place, but this might be because some other Tuya TRV quirks use the same?",2024-02-21T00:56:14Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"Assuming the offset is in Celsius, we should set that:
```python
_attr_native_unit_of_measurement: str = UnitOfTemperature.CELSIUS
```",2024-02-21T00:56:33Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"Not sure about this yet, but should this include for how long its being boosted?
So ""30 second boost"" for example?",2024-02-21T00:58:33Z,https://github.com/home-assistant/core/pull/87546
Review,TheJulianJES,"I think this can use `local_temperature_calibration` as the translation key.
(that's the ZCL attribute that seems to be equivalent to this)",2024-02-21T00:59:42Z,https://github.com/home-assistant/core/pull/87546
Review,gmsoft-tuxicoman,"Yes I agree, not the best name. I can update the quirks and this PR is you want with ""update"" or ""update_attrs"".",2024-03-03T16:22:45Z,https://github.com/home-assistant/core/pull/87546
Issue,home-assistant[bot],"
Hey there @home-assistant/core, mind taking a look at this pull request as it has been labeled with an integration (`backup`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L181) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `backup` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign backup` Removes the current integration label and assignees on the pull request, add the integration domain after the command.
- `@home-assistant add-label needs-more-information` Add a label (needs-more-information, problem in dependency, problem in custom component) to the pull request.
- `@home-assistant remove-label needs-more-information` Remove a label (needs-more-information, problem in dependency, problem in custom component) on the pull request.

</details>

",2024-10-14T13:16:30Z,https://github.com/home-assistant/core/pull/128365
Issue,ludeeus,"Thanks @MartinHjelmare; I _think_ I covered all of them; I left one `os` call (for listdir), because I found that a lot simpler to work with than the Path.walk alternative.",2024-10-14T17:16:23Z,https://github.com/home-assistant/core/pull/128365
Issue,MartinHjelmare,I don't understand the test failure. The test looks ok to me.,2024-10-29T20:34:07Z,https://github.com/home-assistant/core/pull/128365
Issue,MartinHjelmare,Why did it matter to move the patch of sys.exit?,2024-10-30T14:46:21Z,https://github.com/home-assistant/core/pull/128365
Issue,ludeeus,"Because its not actually called directly here, `main()` returns an int (100) which when called as a script its passed to sys.exit",2024-10-30T15:03:45Z,https://github.com/home-assistant/core/pull/128365
Issue,MartinHjelmare,Right. Do we still need to patch it then?,2024-10-30T15:09:57Z,https://github.com/home-assistant/core/pull/128365
Issue,ludeeus,"It seems like it, but I do not see why yet.
Currently working on testing the actual restoring, will look more at this one once that is done",2024-10-30T15:13:57Z,https://github.com/home-assistant/core/pull/128365
Issue,ludeeus,"It exited with code 2 (pytest exit because of user interruption), due to ""wrong arguments"",  this commit <https://github.com/home-assistant/core/pull/128365/commits/8771a8c34d7e12e39f1b46f7de48731c20dc0487> solved that.",2024-10-31T18:44:58Z,https://github.com/home-assistant/core/pull/128365
Review,ludeeus,""".HA_RESTORE"" is only here while testing, this will be removed.",2024-10-14T13:16:51Z,https://github.com/home-assistant/core/pull/128365
Review,ludeeus,"The idea is to expand this to also support passwords in a follow-up PR, so while this is not needed as a dict now, it makes future enhancement simpler.",2024-10-14T13:17:41Z,https://github.com/home-assistant/core/pull/128365
Review,ludeeus,Workaround to deal with the fact that the target directory will not be empty.,2024-10-14T13:18:16Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,I'd make this a dataclass instead.,2024-10-14T15:26:42Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
        instruction_content = instruction_path.read_text(encoding=""utf-8"")
        backup_file_path = instruction_content.split("";"")[0]
        return RestoreBackupFileContent(backup_file_path=backup_file_path)
```",2024-10-14T15:29:28Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
    instruction_path = Path(config_dir, RESTORE_BACKUP_FILE)
    if instruction_path.exists():
```",2024-10-14T15:30:25Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
from pathlib import Path
import shutil
```",2024-10-14T15:31:14Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"Try to use `pathlib.Path` as much as possible instead of `os.path` and other related os module APIs. The former is higher level and often easier/nicer to use.

https://docs.python.org/3/library/pathlib.html#corresponding-tools",2024-10-14T15:31:47Z,https://github.com/home-assistant/core/pull/128365
Review,ludeeus,Was included in https://github.com/home-assistant/core/pull/128365/commits/2f9122a8fb1cfaef6fb753badb16b5cb7ac80b07,2024-10-14T17:15:26Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
        [entry for entry in config_dir.iterdir() if entry not in KEEP_PATHS]
```",2024-10-14T20:51:52Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
        backup_meta_file = Path(tempdir, ""extracted"", ""backup.json"")
        backup_meta = json.loads(backup_meta_file.read_text(encoding=""utf8""))
```",2024-10-14T20:55:12Z,https://github.com/home-assistant/core/pull/128365
