PR Number,Category
110513,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
110547,"Slow Response, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
110576,"Slow Response, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
110612,"Testing/Validation Issues, Slow Response, Communication/Collaboration Issues, Code Structure/Design Issues"
110685,"Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
110860,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
110897,"Merge Conflicts, Code Efficiency, Testing/Validation Issues, Code Structure/Design Issues, Bug-Related"
110961,"Code Structure/Design Issues, Logic Issues"
110997,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
111024,Code Structure/Design Issues
111043,"Code Structure/Design Issues, Communication/Collaboration Issues"
111097,Code Structure/Design Issues
111135,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
111151,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
111152,Code Structure/Design Issues
111158,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
111190,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
111196,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
111212,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
111301,Code Structure/Design Issues
111402,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Slow Response, Communication/Collaboration Issues"
111426,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
111452,"Code Structure/Design Issues, Communication/Collaboration Issues"
111466,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
111478,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
111614,"Code Structure/Design Issues, Testing/Validation Issues"
111638,Code Structure/Design Issues
111643,"Code Structure/Design Issues, Logic Issues, Other"
111687,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
111857,"Logic Issues, Testing/Validation Issues"
111913,Slow Response
111968,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
112048,"Feature Request, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
112074,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
112387,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Other"
112388,"Code Structure/Design Issues, Communication/Collaboration Issues, Testing/Validation Issues, Slow Response"
112480,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
112538,"Dependency Management, Slow Response"
112539,"Slow Response, Code Structure/Design Issues, Logic Issues"
112540,"Code Structure/Design Issues, Logic Issues, Documentation Issues, Testing/Validation Issues, Communication/Collaboration Issues"
112660,"Slow Response, Testing/Validation Issues"
112666,"Code Structure/Design Issues, Slow Response"
112714,"Logic Issues, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
112715,"Slow Response, Testing/Validation Issues, Communication/Collaboration Issues"
112806,"Async/Await Issues, Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
112857,"Documentation Issues, Code Structure/Design Issues, Slow Response, Communication/Collaboration Issues"
112978,"Code Structure/Design Issues, Testing/Validation Issues, Slow Response"
112998,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
113104,"Slow Response, Logic Issues"
113165,"Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
113194,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
113214,Slow Response
113375,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
113377,"Code Structure/Design Issues, Communication/Collaboration Issues"
113664,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Other"
113679,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
113710,"Communication/Collaboration Issues, Testing/Validation Issues, Code Structure/Design Issues, Slow Response"
113795,"Feature Support Issues, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
113993,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
114000,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
114119,Testing/Validation Issues
114175,"Testing/Validation Issues, Code Structure/Design Issues, Slow Response, Communication/Collaboration Issues"
114178,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response, Testing/Validation Issues"
114204,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
114226,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
114247,"Code Structure/Design Issues, Logic Issues"
114290,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
114291,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
114458,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues"
114530,"Code Structure/Design Issues, Dependency Management, Testing/Validation Issues, Slow Response"
114601,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
114667,Code Structure/Design Issues
114671,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
114781,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
114948,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
115046,"Testing/Validation Issues, Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
115048,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
115128,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
115129,"Bug-Related, Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
115140,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
115178,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
115269,"Documentation Issues, Testing/Validation Issues, Code Structure/Design Issues, Formatting Issues, Slow Response"
115310,Code Structure/Design Issues
115312,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
115326,"Bug-Related, Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
115331,"Code Structure/Design Issues, Communication/Collaboration Issues"
115408,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
115438,"Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
115445,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
115464,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Other"
115522,"Code Structure/Design Issues, Testing/Validation Issues, Logic Issues, Communication/Collaboration Issues"
115601,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
115604,"Duplicate PRs, Slow Response, Device Compatibility, Feature Request, Documentation Issues, Other"
115616,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
115671,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
115711,"Slow Response, Code Structure/Design Issues"
115715,Code Structure/Design Issues
115717,"Bug-Related, Logic Issues"
115781,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues"
115791,"Architecture Decision, Communication/Collaboration Issues"
115832,"Slow Response, Communication/Collaboration Issues, Code Structure/Design Issues"
115835,Code Structure/Design Issues
115891,"Versioning Issues, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
115892,Translation/Localization Issues
115901,"Testing/Validation Issues, Code Structure/Design Issues, Slow Response"
115915,"Code Structure/Design Issues, Testing/Validation Issues"
115999,"Code Structure/Design Issues, Logic Issues, Other"
116252,"Code Structure/Design Issues, Feature Request Limitations, Translation/Localization Issues, Configuration Flow Requirement"
116290,"Testing/Validation Issues, Slow Response"
116302,"Logic Issues, Testing/Validation Issues, Slow Response"
116314,"Code Structure/Design Issues, Communication/Collaboration Issues"
116323,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Slow Response"
116362,"Communication/Collaboration Issues, Code Structure/Design Issues, Testing/Validation Issues"
116372,Code Structure/Design Issues
116386,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
116452,"Code Structure/Design Issues, Communication/Collaboration Issues"
116494,"Code Structure/Design Issues, Dependency Management, Communication/Collaboration Issues"
116526,"Code Structure/Design Issues, Logic Issues"
116585,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
116605,"Code Structure/Design Issues, Testing/Validation Issues, Logic Issues, Slow Response"
116652,"Code Structure/Design Issues, Communication/Collaboration Issues"
116737,"Dependency Management, Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Slow Response"
116863,"Testing/Validation Issues, Slow Response, Communication/Collaboration Issues, Code Structure/Design Issues"
116888,"Feature Request, Code Structure/Design Issues, Testing/Validation Issues, Slow Response"
116965,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
117038,"Code Structure/Design Issues, Communication/Collaboration Issues"
117126,Code Structure/Design Issues
117136,Communication/Collaboration Issues
117147,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
117156,"Code Structure/Design Issues, Slow Response"
117174,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
117207,"Testing/Validation Issues, Communication/Collaboration Issues"
117252,"Code Structure/Design Issues, Logic Issues"
117269,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
117298,"Code Structure/Design Issues, Logic Issues"
117320,"Communication/Collaboration Issues, Slow Response"
117366,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
117367,Testing/Validation Issues
117372,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
117378,"Testing/Validation Issues, Communication/Collaboration Issues, Logic Issues, Code Structure/Design Issues, Slow Response"
117484,"Testing/Validation Issues, Code Structure/Design Issues, Slow Response, Communication/Collaboration Issues"
117626,"Code Structure/Design Issues, Communication/Collaboration Issues, Testing/Validation Issues, Slow Response"
117698,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
117753,"Feature Request, Configuration Issues, Dependency Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
117789,"Code Structure/Design Issues, Logic Issues, Slow Response, Communication/Collaboration Issues"
117867,"Naming Issues, Device State Management, Communication/Collaboration Issues, Slow Response"
117870,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
117910,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
117955,"Code Structure/Design Issues, Testing/Validation Issues, Logic Issues"
117984,"Bug-Related, Code Structure/Design Issues, Slow Response"
118008,"Code Structure/Design Issues, Communication/Collaboration Issues"
118245,"Testing/Validation Issues, Logic Issues"
118335,"Specification Compliance Issues, Device-Specific Issues, Testing/Validation Issues"
118375,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
118452,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
118493,"Code Structure/Design Issues, Communication/Collaboration Issues, Testing/Validation Issues"
118613,"Documentation Update Required, CI/CD Issues"
118649,"Testing/Validation Issues, Code Structure/Design Issues"
118661,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
118731,"Code Structure/Design Issues, Logic Issues"
118757,"Code Structure/Design Issues, Testing/Validation Issues, Slow Response"
118770,"Code Style/Conventions, Testing/Validation Issues, Documentation Issues, Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
118788,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
118821,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
118936,"Logic Issues, Code Structure/Design Issues"
119075,"Code Structure/Design Issues, Communication/Collaboration Issues, Testing/Validation Issues, Slow Response"
119119,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
119198,"Code Structure/Design Issues, Communication/Collaboration Issues"
119341,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
119689,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
119715,"Communication/Collaboration Issues, Slow Response"
119734,"Communication/Collaboration Issues, Code Structure/Design Issues, Slow Response"
119737,Code Structure/Design Issues
119769,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
120030,"Testing/Validation Issues, Code Structure/Design Issues"
120225,"Code Structure/Design Issues, Testing/Validation Issues, Documentation Issues, Communication/Collaboration Issues, Slow Response"
120269,"Logic Issues, Testing/Validation Issues, Code Structure/Design Issues"
120304,"Testing/Validation Issues, Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
120427,"Code Structure/Design Issues, Logic Issues, Other"
120436,Code Structure/Design Issues
120454,"Logic Issues, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
120748,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
120843,"Code Structure/Design Issues, Communication/Collaboration Issues"
120854,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
120858,Code Structure/Design Issues
120883,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
121090,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
121209,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
121377,"Logic Issues, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
121378,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Slow Response"
121477,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
121484,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
121502,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
121630,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
121636,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
121699,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
121768,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Other"
121817,Code Structure/Design Issues
121849,Logic Issues
121904,"Code Structure/Design Issues, Communication/Collaboration Issues"
121919,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
122160,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
122190,"Testing/Validation Issues, Code Structure/Design Issues"
122270,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
122322,"Code Structure/Design Issues, Logic Issues, Slow Response"
122473,"Code Structure/Design Issues, Testing/Validation Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
122477,"Testing/Validation Issues, Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
122514,"Code Structure/Design Issues, Slow Response"
122518,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
122522,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
122554,"Code Structure/Design Issues, Testing/Validation Issues"
122589,"Code Structure/Design Issues, Deprecation/Breaking Changes, Testing/Validation Issues, Communication/Collaboration Issues"
122590,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
122595,"Code Structure/Design Issues, Testing/Validation Issues"
122639,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Other"
122678,Code Structure/Design Issues
122759,"Testing/Validation Issues, Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
122796,"Testing/Validation Issues, Slow Response"
122822,"Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
122862,"Code Structure/Design Issues, Communication/Collaboration Issues"
122868,"Code Structure/Design Issues, Logic Issues"
123020,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
123031,"Dependency Management, Code Structure/Design Issues, Testing/Validation Issues, Logic Issues"
123144,"Testing/Validation Issues, Code Structure/Design Issues"
123169,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues"
123205,"Code Structure/Design Issues, Communication/Collaboration Issues, Testing/Validation Issues"
123245,"Versioning/Dependency Management, Slow Response, Code Structure/Design Issues, Logic Issues, Testing/Validation Issues"
123254,"Dependency Management, Code Structure/Design Issues, Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Other"
123306,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
123311,"Specification Compliance Issues, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
123493,"Code Structure/Design Issues, Communication/Collaboration Issues"
123565,"Code Structure/Design Issues, Communication/Collaboration Issues, Other"
123578,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Bug-Related, Slow Response, Communication/Collaboration Issues"
123633,"Testing/Validation Issues, Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
123665,"Testing/Validation Issues, Development Environment Setup, Communication/Collaboration Issues, Code Structure/Design Issues"
123758,"Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
123802,Logic Issues
123822,Code Structure/Design Issues
124073,Code Structure/Design Issues
124357,"Code Structure/Design Issues, Testing/Validation Issues, Logic Issues, Communication/Collaboration Issues"
124373,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues"
124375,"Code Structure/Design Issues, Communication/Collaboration Issues"
124470,"Logic Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
124562,"Logic Issues, Communication/Collaboration Issues"
124638,"Code Structure/Design Issues, Communication/Collaboration Issues, Logic Issues"
124723,"Code Structure/Design Issues, Communication/Collaboration Issues"
124934,"Testing/Validation Issues, Code Structure/Design Issues"
124961,"Code Structure/Design Issues, Communication/Collaboration Issues"
125006,"Documentation Issues, Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
125044,Other
125231,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
125243,"Testing/Validation Issues, Communication/Collaboration Issues"
125309,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Slow Response"
125326,"Logic Issues, Code Structure/Design Issues, Testing/Validation Issues"
125327,"Dependency Management, Frontend/Backend Synchronization, Code Structure/Design Issues"
125441,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues"
125492,"Code Structure/Design Issues, Logic Issues, Testing/Validation Issues, Communication/Collaboration Issues, Slow Response"
125631,"Code Structure/Design Issues, Performance Issues, Feature Request/Enhancement, Other"
125709,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
125799,"Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
125835,"Code Structure/Design Issues, Communication/Collaboration Issues"
126081,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
126145,"Code Structure/Design Issues, Documentation Issues, Bug-Related, Testing/Validation Issues, Logic Issues, Slow Response"
126155,"Documentation Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
126245,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues, Slow Response"
126350,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
126461,"Code Structure/Design Issues, Logic Issues, Communication/Collaboration Issues"
126721,"Code Structure/Design Issues, Communication/Collaboration Issues"
126798,"Bug-Related, Logic Issues, Code Structure/Design Issues, Performance Issues"
127277,"Testing/Validation Issues, Code Structure/Design Issues, Communication/Collaboration Issues, Slow Response"
127362,Code Structure/Design Issues
127494,Communication/Collaboration Issues
127559,Code Structure/Design Issues
127715,"Testing/Validation Issues, Code Structure/Design Issues, Other"
127731,"Communication/Collaboration Issues, Code Structure/Design Issues, Other"
127765,Code Structure/Design Issues
127798,"Code Structure/Design Issues, Communication/Collaboration Issues"
127948,"Testing/Validation Issues, Bug-Related"
128248,"Specification/Documentation Issues, Logic Issues, Code Structure/Design Issues, Testing/Validation Issues, Communication/Collaboration Issues"
128365,"Code Structure/Design Issues, Testing/Validation Issues, Logic Issues, Bug-Related"
